n_tokens_title,n_tokens_content,n_unique_tokens,n_non_stop_words,n_non_stop_unique_tokens,num_hrefs,num_self_hrefs,num_imgs,num_videos,average_token_length,num_keywords,data_channel_is_lifestyle,data_channel_is_entertainment,data_channel_is_bus,data_channel_is_socmed,data_channel_is_tech,data_channel_is_world,kw_min_min,kw_max_min,kw_avg_min,kw_min_max,kw_avg_max,kw_min_avg,kw_max_avg,kw_avg_avg,self_reference_min_shares,self_reference_max_shares,self_reference_avg_sharess,weekday_is_monday,weekday_is_tuesday,weekday_is_wednesday,weekday_is_thursday,weekday_is_friday,weekday_is_saturday,weekday_is_sunday,is_weekend,LDA_00,LDA_01,LDA_02,LDA_03,LDA_04,global_subjectivity,global_sentiment_polarity,global_rate_positive_words,global_rate_negative_words,rate_positive_words,rate_negative_words,avg_positive_polarity,min_positive_polarity,max_positive_polarity,avg_negative_polarity,min_negative_polarity,max_negative_polarity,title_subjectivity,title_sentiment_polarity,abs_title_subjectivity,abs_title_sentiment_polarity,shares
8.0,205.0,0.615763543765,0.999999990909,0.863636355785,5.0,3.0,0.0,0.0,4.68780487805,9.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,980.0,332.75,0.0,120600.0,0.0,6242.2,3101.84957215,1400.0,1400.0,1400.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0222267030518,0.0222292476217,0.115963560333,0.022225570668,0.8173549183259999,0.522857142857,0.0532738095238,0.0341463414634,0.0390243902439,0.4666666666669999,0.533333333333,0.392857142857,0.1,1.0,-0.21056547619,-0.4,-0.1,0.125,0.0,0.375,0.0,2800
12.0,328.0,0.639143728932,0.999999995025,0.7960198965369999,7.0,0.0,1.0,0.0,4.618902439019999,7.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,548.0,144.33333333299998,0.0,188842.857143,0.0,3304.7236218000003,2412.98619289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0285746129018,0.0285789070158,0.0285780177740999,0.313580274216,0.600688188093,0.4846763085399999,0.0880165289256,0.030487804878,0.0243902439024,0.555555555556,0.444444444444,0.496136363636,0.1,1.0,-0.265625,-0.6,-0.05,0.5,-0.1,0.0,0.1,1200
11.0,173.0,0.683544299471,0.999999989583,0.79166665842,6.0,3.0,0.0,0.0,4.07514450867,6.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,891.0,294.666666667,3000.0,193966.666667,1730.33333333,4105.82007576,3165.60938981,904.0,904.0,904.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0333337363495,0.0333344820409,0.200314005464,0.0333336009523,0.699684175193,0.410101010101,0.214141414141,0.0462427745665,0.0173410404624,0.7272727272730001,0.272727272727,0.3545454545449999,0.1363636363639999,0.5,-0.222222222222,-0.4,-0.1,0.0,0.0,0.5,0.0,1200
14.0,453.0,0.6018306622380001,0.999999996667,0.7199999976000001,28.0,5.0,0.0,2.0,4.90066225166,10.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,349.0,115.111111111,0.0,361820.0,0.0,8346.89440994,3695.80846298,1700.0,2900.0,2300.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0201576918404,0.0202591495997,0.0200435798397,0.719721996585,0.219817582135,0.452948201224,0.144480519481,0.0353200883001999,0.0154525386313,0.6956521739129999,0.304347826087,0.400710227273,0.1,1.0,-0.317346938776,-0.8,-0.0714285714286,0.0666666666666999,0.0333333333333,0.433333333333,0.0333333333333,851
7.0,269.0,0.747169808501,0.999999993976,0.903614452388,10.0,0.0,0.0,1.0,4.6468401487,8.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,86.0,63.5,0.0,142575.0,0.0,4105.82007576,1691.74350069,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0250081482367,0.0250098527279,0.525099741359,0.0250772486911,0.399805008985,0.455822197127,0.132861220905,0.0334572490706,0.0223048327138,0.6,0.4,0.399410774411,0.1,0.8,-0.1175925925929999,-0.166666666667,-0.0833333333333,1.0,0.0,0.5,0.0,4600
9.0,780.0,0.520314547156,0.999999997817,0.720524015894,11.0,7.0,1.0,1.0,4.641025641030001,6.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,488.0,214.666666667,7700.0,277050.0,1985.97727273,3303.17539432,2546.55474909,987.0,987.0,987.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5335565244470001,0.0333336486920999,0.0333361817523,0.0333333809147,0.366440264194,0.413578088578,0.148688811189,0.0397435897436,0.0115384615385,0.775,0.225,0.378176930596,0.1,1.0,-0.35462962963,-0.8,-0.1,0.0,0.0,0.5,0.0,1100
12.0,217.0,0.632558136593,0.999999991736,0.7520661094869999,3.0,2.0,1.0,1.0,4.25806451613,9.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1000.0,200.111111111,1400.0,289577.77777800005,1200.0,8346.89440994,3634.78341647,3200.0,3200.0,3200.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0222225852384,0.0222347457015,0.35637735779,0.576679713492,0.0224855977774999,0.286538461538,0.115384615385,0.036866359447,0.0,1.0,0.0,0.2,0.1,0.5,0.0,0.0,0.0,0.2,0.1,0.3,0.1,6300
9.0,342.0,0.5727002950360001,0.999999995025,0.7213930312369999,11.0,8.0,1.0,0.0,4.8918128655,8.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,916.0,218.333333333,0.0,164952.0,0.0,3303.17539432,2019.54558383,1300.0,8700.0,3900.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0250012027599,0.0250015103532999,0.0250009856787,0.0250008571100999,0.8999954440979999,0.493579545455,0.107803030303,0.0292397660819,0.0146198830409,0.666666666667,0.3333333333329999,0.388522727273,0.0625,0.7,-0.2458333333329999,-0.3125,-0.166666666667,0.1,0.2,0.4,0.2,1000
10.0,362.0,0.566197181504,0.999999995215,0.751196168655,4.0,2.0,1.0,0.0,4.737569060769999,5.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,1100.0,283.4,1100.0,343860.0,1100.0,3303.17539432,2461.0573085,1100.0,1100.0,1100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.454483583702,0.0400026330768,0.0400161550410999,0.0400008034604,0.4254968247199999,0.487916106882,0.1201597253319999,0.0441988950275999,0.0110497237568999,0.8,0.2,0.382372835498,0.1363636363639999,0.9,-0.383333333333,-0.8,-0.133333333333,0.0,0.0,0.5,0.0,1500
13.0,434.0,0.538271603609,0.999999996094,0.67578124736,7.0,6.0,6.0,0.0,4.71889400922,6.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,810.0,254.0,5500.0,181766.666667,1782.16071429,3303.17539432,2511.74698862,902.0,7900.0,3600.66666667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0334342612114,0.0334097822378,0.0333386228007,0.0333335104621,0.8664838232879999,0.392424242424,0.2271703521699999,0.0622119815668,0.00230414746544,0.964285714286,0.0357142857143,0.3254168670839999,0.0625,1.0,-0.166666666667,-0.166666666667,-0.166666666667,0.0,0.0,0.5,0.0,1100
9.0,195.0,0.6855670067749999,0.999999991803,0.844262288162,3.0,1.0,0.0,0.0,5.02564102564,4.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,416.0,167.33333333299998,0.0,236954.0,0.0,3315.67795193,1697.80233603,3200.0,3200.0,3200.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0500134156891,0.0500126047899999,0.298470668859,0.0500070124587,0.551496298203,0.410649350649,0.134480519481,0.0461538461538,0.0153846153846,0.75,0.25,0.281414141414,0.1363636363639999,0.7,-0.216666666667,-0.4,-0.125,0.0,0.0,0.5,0.0,1400
10.0,209.0,0.6487804846399999,0.999999992063,0.7698412637309999,5.0,4.0,0.0,1.0,4.84688995215,5.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,84.0,49.25,0.0,425860.0,0.0,5623.06382979,2718.0730144,1500.0,10700.0,6733.33333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0401755369846,0.0400013257798,0.640989086639,0.2388308068829999,0.0400032437131,0.245512820513,0.0538461538462,0.0143540669856,0.0143540669856,0.5,0.5,0.283333333333,0.1,0.5,-0.266666666667,-0.5,-0.1,0.0,0.0,0.5,0.0,585
10.0,275.0,0.610909088688,0.999999993377,0.847682113592,8.0,3.0,0.0,0.0,4.109090909090001,10.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,710.0,261.9,1600.0,158430.0,1138.0,4747.69565217,3034.29869814,902.0,1600.0,1251.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.161375711529,0.0209011798915999,0.0211108679178,0.258754592044,0.537857648618,0.414328063241,0.2635375494069999,0.0618181818181999,0.0145454545454999,0.8095238095239999,0.190476190476,0.399197860963,0.05,1.0,-0.33125,-0.6,-0.125,0.0,0.0,0.5,0.0,603
11.0,294.0,0.61347517513,0.999999994152,0.7602339136830001,2.0,1.0,1.0,0.0,4.79931972789,6.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,447.0,135.25,0.0,161850.0,0.0,3315.67795193,1748.81700865,2200.0,2200.0,2200.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033338664092,0.2060254453269999,0.693052299982,0.0334689371623,0.0341146534368,0.427619047619,0.1755357142859999,0.0408163265306,0.0136054421769,0.75,0.25,0.3446428571429999,0.15,0.6,-0.10625,-0.125,-0.1,0.2,-0.1,0.3,0.1,1300
10.0,372.0,0.529745040992,0.999999995614,0.666666663743,9.0,1.0,1.0,0.0,4.5376344086,7.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,463.0,158.428571429,10400.0,240171.428571,1677.68181818,5458.0,2821.0087886,577.0,577.0,577.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4835150280529999,0.0288757466195,0.430428552125,0.0286069030645,0.0285737701378,0.377150537634,0.127956989247,0.0403225806451999,0.0161290322581,0.714285714286,0.285714285714,0.39,0.1,0.7,-0.230555555556,-0.5,-0.125,0.0,0.0,0.5,0.0,970
8.0,762.0,0.375346259868,0.999999997743,0.4966139943639999,11.0,2.0,1.0,0.0,4.8976377952800005,8.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,309.0,132.142857143,0.0,153025.0,0.0,4637.98412698,2946.24076614,5200.0,5200.0,5200.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0255206385434,0.0250285705299,0.15079295251,0.0251019343467999,0.7735559040700001,0.377904238619,0.0835140306122,0.0314960629921,0.0209973753280999,0.6,0.4,0.280629960317,0.0625,1.0,-0.144270833333,-0.4,-0.05,0.0,0.0,0.5,0.0,987
9.0,609.0,0.536013399437,0.999999997118,0.729106626141,19.0,0.0,1.0,0.0,4.5960591133,5.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,294.0,170.33333333299998,0.0,191980.0,0.0,3779.3923445,2123.31125555,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0418216685868,0.0404744361583,0.592583478814,0.28511417592,0.0400062405206,0.45283098295,0.137613922673,0.0607553366174,0.0213464696222999,0.74,0.26,0.380775125775,0.0333333333333,1.0,-0.316132478632,-0.8,-0.05,0.0,0.0,0.5,0.0,238
9.0,404.0,0.569999998575,0.999999995868,0.72314049288,5.0,2.0,1.0,0.0,4.91584158416,7.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,572.0,151.66666666700002,0.0,245157.14285700003,0.0,3315.67795193,2576.12996182,3800.0,15200.0,9500.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0285876074905,0.0285738480857999,0.346215326848,0.0285726172739,0.5680506003019999,0.413852813853,0.0230248917749,0.0272277227723,0.029702970297,0.478260869565,0.521739130435,0.349955726092,0.0625,0.5,-0.255555555556,-0.5,-0.05,0.8,0.0,0.3,0.0,831
13.0,332.0,0.604361368834,0.999999995,0.74999999625,9.0,3.0,0.0,1.0,4.512048192769999,10.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1600.0,296.0,0.0,162870.0,0.0,4532.0,2197.9246289,245.0,2900.0,1572.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.204994375801,0.0202008644314,0.7339525417910001,0.0200033354554,0.0208488825212,0.362222222222,0.149,0.0361445783133,0.0331325301205,0.521739130435,0.478260869565,0.410555555556,0.16,0.5,-0.190151515152,-0.3,-0.05,0.0,0.0,0.5,0.0,1100
14.0,224.0,0.631067958102,0.999999992,0.7599999939200001,6.0,4.0,1.0,0.0,4.21875,4.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,181.0,87.25,15600.0,252950.0,1943.06138107,3310.2616454,2836.52075421,2300.0,5200.0,3750.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0501253303391,0.0500019725538,0.0500247760391,0.0500001177104999,0.799847803357,0.451470588235,0.143137254902,0.0446428571429,0.0133928571429,0.769230769231,0.230769230769,0.355,0.1,0.7,-0.138888888889,-0.166666666667,-0.125,0.0,0.0,0.5,0.0,1200
7.0,548.0,0.491712706277,0.999999996774,0.680645159095,7.0,6.0,1.0,0.0,4.92700729927,7.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,387.0,89.57142857139999,990.0,224370.0,580.8181818180001,3310.2616454,1835.55079688,387.0,3500.0,1224.25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0285722331923,0.0285826320985,0.53095154406,0.383319204018,0.0285743866310999,0.432425015461,0.0724528447743,0.0200729927007,0.014598540146,0.578947368421,0.4210526315789999,0.321546635183,0.1,0.6,-0.188541666667,-0.5,-0.1,0.0,0.0,0.5,0.0,3300
10.0,363.0,0.573407200628,0.999999995283,0.745283015352,8.0,3.0,1.0,0.0,4.59504132231,8.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,744.0,162.857142857,0.0,343300.0,0.0,5593.2,3662.27444611,1000.0,16300.0,8650.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0250272050448,0.269391992993,0.120693004094,0.5598734880030001,0.0250143098645,0.451977942692,0.166605854463,0.0523415977960999,0.0192837465565,0.730769230769,0.269230769231,0.400472772841,0.1,0.8,-0.203968253968,-0.5,-0.05,0.479166666667,0.125,0.0208333333332999,0.125,4000
10.0,220.0,0.599999997209,0.999999992958,0.661971826324,10.0,5.0,1.0,0.0,4.659090909090001,8.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1200.0,388.75,2100.0,178087.5,1433.33333333,3310.2616454,2546.43587232,1600.0,2800.0,2200.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0251859388312,0.025203965789,0.0250032306684,0.0250002874761,0.899606577235,0.35946969697,0.1875631313129999,0.0409090909091,0.0,1.0,0.0,0.272306397306,0.0333333333333,0.6,0.0,0.0,0.0,0.4545454545449999,0.1363636363639999,0.0454545454545,0.1363636363639999,808
10.0,128.0,0.711999994304,0.999999987952,0.831325291189,4.0,2.0,1.0,0.0,4.8359375,6.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,279.0,124.5,14800.0,232416.666667,2270.36842105,3310.2616454,2931.33969863,2000.0,2000.0,2000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0334593718667,0.0333352408958,0.0334677404415,0.0333335349263,0.8664041118700001,0.357992424242,0.107007575758,0.078125,0.03125,0.714285714286,0.285714285714,0.261515151515,0.1,0.6,-0.11875,-0.2,-0.05,0.477272727273,0.318181818182,0.0227272727272999,0.318181818182,1600
